City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,nar'yan-mar,67.6713,53.087,-10.5,97,88,2.68,RU,1698721404
366,arica,-18.475,-70.3042,17.75,88,100,0.51,CL,1698721522
367,kani keli,-12.9536,45.1033,25.59,71,20,0.43,YT,1698721616
368,cambria,35.5641,-121.0808,17.53,38,0,0.89,US,1698721616
369,okha,53.5739,142.9478,3.85,63,43,9.15,RU,1698721617
370,sallisaw,35.4604,-94.7875,3.82,92,0,0.0,US,1698721617
371,camanducaia,-22.7553,-46.1447,20.64,87,100,0.41,BR,1698721617
372,newman,37.3138,-121.0208,16.27,38,5,0.89,US,1698721395
373,thief river falls,48.1191,-96.1812,-4.47,95,100,5.58,US,1698721457
374,dakhla,23.6848,-15.958,20.38,87,0,4.57,EH,1698721617
375,deltebre,40.7499,0.7868,14.63,51,27,4.89,ES,1698721618
376,geraldton,-28.7667,114.6,31.23,16,0,8.23,AU,1698721356
377,hasparren,43.3838,-1.305,15.58,62,0,2.57,FR,1698721618
378,mossel bay,-34.1831,22.146,8.96,76,0,4.07,ZA,1698721399
379,jaynagar-majilpur,22.1758,88.4178,26.69,61,88,2.69,IN,1698721618
380,benghazi,32.1167,20.0667,20.91,79,0,3.5,LY,1698721377
381,onsala,57.4253,12.029,2.75,82,100,0.89,SE,1698721618
382,mhamid,29.82,-5.72,23.36,29,89,0.99,MA,1698721619
383,rovaniemi,66.5,25.7167,-9.33,92,100,3.09,FI,1698721619
384,banjar,-8.19,114.9675,33.04,51,5,2.02,ID,1698721619
385,antsiranana,-12.2787,49.2917,24.44,82,76,6.77,MG,1698721619
386,moyale,3.5167,39.0584,18.43,83,10,2.69,KE,1698721619
387,aswan,24.0934,32.907,25.66,53,0,1.72,EG,1698721619
388,suicheng,33.8963,117.9331,26.28,35,0,5.24,CN,1698721522
389,fang,19.9169,99.2145,21.85,98,100,0.37,TH,1698721620
390,markala,13.7021,-6.0659,28.45,25,19,4.14,ML,1698721620
391,san jeronimo de juarez,17.1333,-100.4667,26.51,89,41,1.45,MX,1698721620
392,sitka,57.0531,-135.33,7.94,87,100,1.54,US,1698721562
393,namibe,-15.1961,12.1522,17.47,79,0,2.2,AO,1698721620
394,ingeniero jacobacci,-41.3427,-69.5448,4.17,67,99,3.86,AR,1698721620
395,broken hill,-31.95,141.4333,19.99,30,83,3.9,AU,1698721353
396,nazare,-13.035,-39.0144,20.27,87,97,0.25,BR,1698721621
397,la ronge,55.1001,-105.2842,-10.86,79,0,1.54,CA,1698721540
398,dobryanka,58.4619,56.4165,-5.16,98,100,1.11,RU,1698721621
399,kupang,-10.1667,123.5833,33.32,55,20,4.12,ID,1698721621
400,balaipungut,1.05,101.2833,28.02,85,100,0.58,ID,1698721622
401,sebring,27.4956,-81.4409,23.21,89,0,0.89,US,1698721622
402,changyon,38.2508,125.0961,19.84,66,5,7.42,KP,1698721622
403,namdrik,5.5994,168.1028,28.86,73,100,3.84,MH,1698721466
404,severo-yeniseyskiy,60.3725,93.0408,-17.46,97,55,0.89,RU,1698721546
405,ludington,43.9553,-86.4526,2.34,59,100,2.57,US,1698721622
406,tainan,22.9908,120.2133,28.95,58,40,0.0,TW,1698721623
407,weno,7.4515,151.8468,30.97,74,75,2.06,FM,1698721623
408,mokhsogollokh,61.4681,128.9203,-10.43,79,12,1.74,RU,1698721623
409,hassi messaoud,31.6804,6.0729,26.78,17,100,3.25,DZ,1698721623
410,kununurra,-15.7667,128.7333,37.11,29,100,2.23,AU,1698721445
411,kailua-kona,19.6406,-155.9956,28.46,77,20,5.66,US,1698721479
412,aromashevo,56.8602,68.6375,-9.87,97,93,2.95,RU,1698721624
413,east london,-33.0153,27.9116,13.09,87,24,4.29,ZA,1698721624
414,shahba,32.8551,36.629,17.1,50,97,1.16,SY,1698721624
415,sidi ifni,29.3797,-10.173,23.0,53,50,0.33,MA,1698721624
416,andergrove,-21.0833,149.1833,32.58,54,6,4.19,AU,1698721624
417,souillac,-20.5167,57.5167,24.34,82,41,4.43,MU,1698721625
418,almazan,41.4865,-2.5309,7.66,85,83,6.75,ES,1698721625
419,nago,26.5881,127.9761,28.03,66,42,6.36,JP,1698721397
420,ofunato,39.0717,141.7167,17.88,58,0,2.52,JP,1698721625
421,shitanjing,39.2342,106.3439,17.31,16,1,7.19,CN,1698721625
422,lipova,46.0833,21.7,16.25,49,72,3.58,RO,1698721625
423,lompoc,34.6391,-120.4579,16.08,82,0,0.0,US,1698721626
424,pangody,65.85,74.4859,-14.15,94,26,2.99,RU,1698721626
425,benguela,-12.5763,13.4055,23.76,83,19,2.19,AO,1698721626
426,pak phanang,8.3511,100.202,29.0,74,94,4.43,TH,1698721626
427,kralendijk,12.15,-68.2667,29.99,79,20,5.14,BQ,1698721627
428,kapuskasing,49.4169,-82.4331,-5.73,85,20,1.35,CA,1698721627
429,sao jose de ribamar,-2.5619,-44.0542,26.21,81,22,5.93,BR,1698721627
430,abatskoye,56.2875,70.4555,-6.87,92,89,4.0,RU,1698721627
431,la'ie,21.6477,-157.9253,28.98,72,25,3.13,US,1698721485
432,laveen,33.3619,-112.1534,22.81,24,0,4.12,US,1698721627
433,laizhou,37.1717,119.9214,24.69,38,1,6.18,CN,1698721628
434,pacocha,-17.5833,-71.3333,18.61,87,60,2.41,PE,1698721628
435,matthew town,20.95,-73.6667,28.7,76,100,1.34,BS,1698721628
436,misratah,32.3754,15.0925,22.62,69,1,6.53,LY,1698721529
437,jinjiang,24.8198,118.5741,25.48,55,5,6.13,CN,1698721629
438,severobaykal'sk,55.65,109.3167,-9.16,49,27,1.09,RU,1698721629
439,ouro sogui,15.6,-13.3167,30.5,47,75,6.95,SN,1698721629
440,grand falls-windsor,48.9332,-55.6649,0.84,88,98,1.04,CA,1698721404
441,villa yapacani,-17.4,-63.8333,27.07,70,93,3.39,BO,1698721629
442,santo antonio,-6.3106,-35.4789,22.1,83,85,2.93,BR,1698721629
443,el calafate,-50.3408,-72.2768,4.21,62,28,0.32,AR,1698721487
444,chishmy,54.5765,55.3764,1.56,98,100,4.73,RU,1698721630
445,acapulco de juarez,16.8634,-99.8901,26.66,86,22,1.49,MX,1698721491
446,cushing,35.9851,-96.767,1.06,86,0,0.0,US,1698721630
447,st. john's,47.5649,-52.7093,1.49,94,100,3.09,CA,1698721498
448,sovetskiy,61.3614,63.5842,-8.39,86,100,3.13,RU,1698721630
449,paka,4.6374,103.4368,29.64,69,83,1.54,MY,1698721630
450,hasaki,35.7333,140.8333,22.38,53,23,2.55,JP,1698721631
451,axim,4.8699,-2.2405,25.61,90,1,2.49,GH,1698721631
452,belmonte,-15.8631,-38.8828,23.61,75,92,3.27,BR,1698721631
453,russkaya polyana,49.417,31.9201,12.19,76,48,4.79,UA,1698721631
454,yershov,51.3513,48.2766,7.61,80,100,8.34,RU,1698721631
455,tocopilla,-22.092,-70.1979,19.65,66,8,3.39,CL,1698721632
456,hun,29.1268,15.9477,20.31,46,55,3.19,LY,1698721632
457,basoko,1.2391,23.616,22.36,95,100,1.25,CD,1698721632
458,nadi,-17.8,177.4167,32.0,62,40,7.2,FJ,1698721632
459,mahdia,35.5047,11.0622,23.97,82,56,9.19,TN,1698721632
460,coos bay,43.3665,-124.2179,11.66,87,0,2.06,US,1698721633
461,narvik,68.4384,17.4272,-1.77,94,72,1.99,NO,1698721633
462,launceston,-41.45,147.1667,16.8,36,40,6.69,AU,1698721633
463,manokwari,-0.8667,134.0833,27.62,77,98,2.83,ID,1698721633
464,mangrol,21.1167,70.1167,26.96,50,58,4.01,IN,1698721379
465,newport east,41.5158,-71.2875,10.56,84,100,6.17,US,1698721633
466,nikolayevsk-on-amure,53.1406,140.73,3.68,40,8,4.64,RU,1698721485
467,puga,21.5833,-104.8167,20.99,98,65,1.33,MX,1698721634
468,da nang,16.0678,108.2208,28.99,74,40,4.12,VN,1698721634
469,northam,51.0333,-4.2167,10.77,97,6,3.1,GB,1698721634
470,matelandia,-25.2408,-53.9964,20.43,98,59,2.14,BR,1698721634
471,arar,30.9753,41.0381,18.01,48,0,4.12,SA,1698721635
472,mukalla,14.5425,49.1242,25.04,77,76,2.5,YE,1698721635
473,salekhard,66.53,66.6019,-10.56,94,100,2.49,RU,1698721496
474,mersa matruh,31.3525,27.2453,22.6,75,86,3.72,EG,1698721635
475,tatishchevo,51.6703,45.5953,10.26,84,91,7.83,RU,1698721636
476,pampas,-12.4,-74.9,11.75,81,100,0.8,PE,1698721636
477,pola de lena,43.1609,-5.8288,12.81,82,22,3.06,ES,1698721636
478,itapetinga,-15.2489,-40.2478,18.97,85,100,1.54,BR,1698721636
479,howard springs,-12.497,131.047,34.34,65,88,1.4,AU,1698721467
480,loango,-4.6719,11.8312,25.09,91,99,3.68,CG,1698721637
481,el granada,37.5027,-122.4694,18.34,41,0,3.6,US,1698721637
482,ati,13.2154,18.3353,27.01,16,4,2.75,TD,1698721637
483,mana,5.6592,-53.7767,26.56,86,8,4.37,GF,1698721637
484,yallahs,17.8748,-76.5624,27.85,81,100,1.09,JM,1698721637
485,ar rutbah,33.0381,40.2848,19.82,45,78,2.98,IQ,1698721638
486,ajdabiya,30.7554,20.2263,19.49,65,2,3.38,LY,1698721638
487,saint-paul,-21.0096,55.2707,25.06,63,2,1.79,RE,1698721638
488,posto fiscal rolim de moura,-13.0833,-62.2667,26.62,56,41,0.33,BR,1698721638
489,semirara,12.0697,121.3986,28.36,75,100,9.83,PH,1698721638
490,ust-tsilma,65.441,52.1498,-8.55,98,95,0.89,RU,1698721639
491,sonoita,31.85,-112.8333,19.35,27,0,6.37,MX,1698721639
492,selfoss,63.9331,-20.9971,-0.53,79,42,3.81,IS,1698721639
493,shamva,-17.3116,31.5756,18.39,78,100,3.94,ZW,1698721640
494,iquitos,-3.7481,-73.2472,26.02,89,75,1.03,PE,1698721640
495,humberto de campos,-2.5983,-43.4611,25.3,85,42,2.56,BR,1698721640
496,luwuk,-0.9516,122.7875,31.83,53,80,2.09,ID,1698721640
497,santa cruz,-17.8,-63.1667,26.7,83,75,3.09,BO,1698721641
498,anaco,9.4389,-64.4728,23.08,93,100,3.13,VE,1698721641
499,tynda,55.1667,124.7167,-12.88,75,100,0.35,RU,1698721641
500,nehe,48.4833,124.8333,-0.58,88,100,5.79,CN,1698721642
501,ribeira brava,32.65,-17.0667,21.67,92,100,3.14,PT,1698721642
502,igurusi,-8.85,33.85,19.94,66,93,2.85,TZ,1698721642
503,barra de santo antonio,-9.4047,-35.5072,22.6,77,89,3.06,BR,1698721525
504,queenstown,-31.8976,26.8753,6.18,83,48,1.03,ZA,1698721643
505,gebeit,21.0667,36.3167,22.21,80,0,2.34,SD,1698721643
506,sailana,23.4667,74.9167,23.49,41,100,2.76,IN,1698721643
507,shakiso,5.75,38.9167,13.0,98,22,1.57,ET,1698721643
508,tangalle,6.024,80.7911,26.09,76,83,0.56,LK,1698721644
509,brookings,44.3114,-96.7984,-2.0,78,100,12.86,US,1698721644
510,kavieng,-2.5744,150.7967,27.65,75,87,4.25,PG,1698721644
511,veshkayma,54.05,47.1333,7.56,90,100,7.46,RU,1698721644
512,carboneras,37.0015,-1.9213,16.29,75,100,2.4,ES,1698721645
513,manchester,53.4809,-2.2374,9.19,86,75,3.6,GB,1698721555
514,kruisfontein,-34.0033,24.7314,9.92,91,0,2.24,ZA,1698721645
515,leticia,-4.2153,-69.9406,24.99,100,0,1.03,CO,1698721645
516,tarfaya,27.9358,-12.9218,21.49,75,100,0.49,MA,1698721555
517,puerto escondido,15.85,-97.0667,27.46,61,75,3.09,MX,1698721645
518,murghob,38.1702,73.9667,-1.1,50,100,1.98,TJ,1698721646
519,smara,26.7384,-11.6719,23.26,41,26,3.56,EH,1698721646
520,pontianak,-0.0333,109.3333,27.99,83,75,2.06,ID,1698721646
521,chadan,51.2833,91.5833,0.26,71,100,1.74,RU,1698721646
522,veraval,20.9,70.3667,27.21,44,50,4.03,IN,1698721646
523,puerto aysen,-45.4,-72.7,0.74,97,99,0.33,CL,1698721647
524,magadi,12.9667,77.2333,23.09,82,100,4.14,IN,1698721647
525,san luis de la loma,17.2706,-100.8939,26.26,88,38,1.83,MX,1698721647
526,surajgarh,28.3124,75.7347,26.21,35,1,2.61,IN,1698721648
527,chipinge,-20.1883,32.6236,11.33,92,100,1.95,ZW,1698721648
528,swakopmund,-22.6833,14.5333,13.93,89,0,1.86,NA,1698721648
529,fukuecho,32.6881,128.8419,19.93,54,0,1.42,JP,1698721648
530,bielsk podlaski,52.7651,23.1865,9.58,86,100,5.67,PL,1698721381
531,johi,26.6921,67.6133,29.41,25,0,1.15,PK,1698721649
532,dryden,49.7833,-92.7503,-3.84,93,75,2.06,CA,1698721649
533,kirklareli,41.7351,27.2252,15.08,60,0,0.23,TR,1698721649
534,nishinoomote,30.7333,131.0,21.42,65,23,4.85,JP,1698721649
535,as saffaniyah,27.9708,48.73,23.94,75,30,2.61,SA,1698721650
536,palo santo,-25.5633,-59.3378,20.05,98,100,1.2,AR,1698721650
537,argo,37.6333,22.7333,18.09,73,0,1.45,GR,1698721650
538,camana,-16.6228,-72.7111,18.94,89,59,4.35,PE,1698721650
539,jolo,6.05,121.0167,30.64,63,57,0.89,PH,1698721651
540,zhanaozen,43.3,52.8,9.68,75,0,2.85,KZ,1698721651
541,guerrero negro,27.9769,-114.0611,21.79,44,0,2.65,MX,1698721651
542,taguatinga,-12.3857,-46.5711,29.66,26,57,0.46,BR,1698721651
543,tosontsengel,48.7567,98.2839,1.78,85,100,2.05,MN,1698721651
544,vadso,70.0744,29.7487,0.09,80,75,4.12,NO,1698721552
545,playa del carmen,20.6274,-87.0799,27.16,93,8,2.32,MX,1698721652
546,almeirim,-1.5233,-52.5817,27.99,59,15,2.34,BR,1698721652
547,kokopo,-4.352,152.2633,25.12,88,100,1.21,PG,1698721476
548,shetpe,44.1667,52.1167,9.37,77,0,1.53,KZ,1698721653
549,shyshaky,49.8817,34.0112,10.33,85,74,3.75,UA,1698721653
550,hebi,35.8992,114.1925,27.26,20,3,1.6,CN,1698721653
551,nouadhibou,20.931,-17.0347,20.99,94,0,6.17,MR,1698721654
552,uzgen,40.7699,73.3007,16.16,35,100,1.96,KG,1698721654
553,tafuna,-14.3358,-170.72,27.97,74,75,6.69,AS,1698721654
554,carutapera,-1.195,-46.02,26.05,82,55,2.98,BR,1698721654
555,viana,-20.3903,-40.4961,24.87,95,100,1.07,BR,1698721557
556,gereida,11.2811,25.1414,24.88,45,83,0.47,SD,1698721654
557,sogndal,61.2283,7.1003,0.21,59,20,3.09,NO,1698721655
558,malvan,16.0667,73.4667,27.2,72,27,1.91,IN,1698721655
559,ocean acres,39.7435,-74.281,12.03,87,100,0.89,US,1698721655
560,darwin,-12.4611,130.8418,34.38,57,75,1.54,AU,1698721647
561,sandnessjoen,66.0217,12.6316,-8.71,67,3,4.08,NO,1698721655
562,maitum,6.0392,124.4986,29.88,68,80,3.04,PH,1698721656
563,tabas,33.5959,56.9244,20.61,33,97,1.54,IR,1698721656
564,nizao,18.25,-70.2,29.7,79,100,0.28,DO,1698721656
565,ciudad rodrigo,40.6,-6.5333,7.65,89,100,1.73,ES,1698721585
566,las heras,-46.5419,-68.9359,4.25,41,58,4.31,AR,1698721378
567,apolinario saravia,-24.4328,-63.9954,18.46,85,100,7.25,AR,1698721432
568,mount gambier,-37.8333,140.7667,14.3,46,82,4.21,AU,1698721657
569,mezhdurechenskiy,59.6,65.9333,-7.94,88,100,2.08,RU,1698721466
570,muroto-misakicho,33.2833,134.15,19.36,62,56,2.08,JP,1698721657
571,ayame,5.6083,-3.1563,23.47,97,47,0.81,CI,1698721658
